Dokument_ID	Nachname	Vorname	Pseudonym	Gender	Titel	Untertitel_im_Text	Untertitel_im_Inhaltsverzeichnis	Jahr_ED	entstanden	Gattungslabel_ED	Gattungslabel_ED_normalisiert	Medium_ED	Medientyp_ED	Hg.	Kanon_Status	Nummer im Heft (ab 00797: 1 erste Position. 0 nicht erste Position)	seriell	Seiten	Medium_Zweitdruck	Jahr_Zweitdruck	Label_Zweitdruck	Medium_Drittdruck	Jahr_Drittdruck	Label_Drittdruck	in_Deutscher_Novellenschatz_(Heyse)	in_Pantheon	in_RUB_Sammlung	in_B-v-Wiese	Verantwortlich_Erfassung	falls andere Quelle	Herkunft_Prätext_lt_Paratext	Wahrheitsbeglaubigung_lt_Paratext	Bearbeitungsqualität	ist_spätere_Fassung_von	UrhGeschBis	falls_Episode_als_Ganztext_erfasst	Kontrafaktizität_annotiert
00110-00	Stifter	Adalbert		m	Der späte Pfennig	Eine Parabel		1843		Parabel	XE	Der Heimgarten. Ein Haus- und Volksblatt mit Bildern	Anthologie		2		FALSE								FALSE	FALSE	FALSE	FALSE					unknown				
00111-00	Stifter	Adalbert		m	Das Haidedorf			1844			0E	Studien	Anthologie		2		FALSE								FALSE	FALSE	FALSE	FALSE	Julian Schröter	Textgrid				00873-00			
00112-00	Franzos	Karl Emil		m	Baron Schmule			1877		Geschichte	XE	Die Juden von Barnow	Anthologie		1		FALSE			vom Autor als Novellen bezeichnet					FALSE	FALSE	FALSE	FALSE					unknown				
00113-00	Hofmannsthal	Hugo von		m	Eine Reitergeschichte			1899			0E	Neue Freie Presse Wien	Zeitung		3		vermutlich	29	24.12.1899						FALSE	FALSE	FALSE	TRUE		Textgrid			normalisiert				
00114-00	Fontane	Theodor		m	L’Adultera	Novelle		1880		Novelle	N	Nord und Süd	Monatsschrift		2		TRUE	Bd. 13 u 14, H 39,40	1882 Schottländer	Novelle					FALSE	FALSE	FALSE	FALSE	Julian Schröter								
00115-00	Häring	Georg Wilhelm Heinrich	Willibald Alexis	m	Acerbi	Novelle		1828		Novelle	N	Taschenbuch für Damen auf das Jahr 1829	Taschenbuch		2		FALSE	73-248							FALSE	FALSE	FALSE	FALSE					unknown				
00116-00	Fontane	Theodor		m	Quitt	Roman		1890		Roman	R	Die Gartenlaube	Familienblatt		2		TRUE	6 Hefte	Bessersche Buchhandlung, Berlin. Hg. Wilhelm Hertz 1891						FALSE	FALSE	FALSE	FALSE	Julian Schröter								
00117-00		Dorothea		f	Liebe und Welt 	Polnische Novelle von Dorothea		1831		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1832	Taschenbuch		0		FALSE	129-217							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb		polnisch		normalisiert				
00118-00	Kruse	Lauritz		m	Die Nattern am Busen	Dänische Erzählung. Mitgetheilt von Kruse		1831		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1832	Taschenbuch		0		FALSE	3-128							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb		dänisch		normalisiert				
00119-00	Heyden	Friedrich von		m	Scharfenstein	Novelle		1830		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1831	Taschenbuch		1		FALSE	267-375							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00120-00	Schefer	Leopold		m	Die Düvecke	Erzählung		1830		Erzählung	E	Urania. Ein Taschenbuch für das Jahr 1831	Taschenbuch		2		FALSE	375-474							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00121-00	Schreyvogel	Joseph	Carl August West	m	Samuel Brink's letzte Liebesgeschichte. 	Eine Episode aus dem Roman seines Lebens.		1820			0E	Aglaja. Ein Taschenbuch für das Jahr 1821.	Taschenbuch		1		FALSE	177-257							TRUE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00122-00	Gleich 	Friedrich		m	Der Meerfischer	Eine Erzählung von Friedrich Gleich.		1820		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1821.	Taschenbuch		0		FALSE	26-45							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00123-00	Schilling	Gustav		m	Strafe muß sein. 	Erzählung von Gustav Schilling.		1820		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1821.	Taschenbuch		1		FALSE	146-156							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00124-00	Perin	Josephine von		f	Leiden im Glück. 	Gegenstück zu der Erzählung: Glück im Leiden.	Erzählung von Jospehine v. Perin, geb. Freyin v. Vogelsang	1820		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1821.	Taschenbuch		0		FALSE	75-104							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00125-00	Pichler	Caroline		f	Der Postzug.		Erzählung von Caroline Pichler	1822		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		1		FALSE	S.3-72							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00126-00	Fouqué	L. M.		m	Daniel und seine Blumen.		Erzählung von L.M. Fouque	1822		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	93-109							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00127-00	Chezy	Helmina von	Helmine von Chezy	f	Die unschuldigen Verbrecher.		Erzählung von Helmine von Chezy	1822		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		1		FALSE	124-148							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00128-00	Winkler	Carl Gottfried Theodor	Theodor Hell	m	Moosseite.	Arthur Austin nacherzählt, von Theodor Hell.		1822			0	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	172-185							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00129-00		Elise		f	Rosa.		Erzählung von Elise	1822		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		0		FALSE	209-248							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00130-00	Schulze	Friedrich August	Friedrich Laun	m	Die Schachtel.	Novelle von Fr. Laun.		1822		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1823.	Taschenbuch		1		FALSE	264-296							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00131-00	Schreyvogel	Joseph	Carl August West	m	Etienne Durand.		Erzählung von C.A.West	1823		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		1		FALSE	S.3-67							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00132-00	Perin	Josephine von		f	Die Unerfahrene. 		Erzählung von Jospehine v. Perin, gebornen Freyin v. Vogelsang	1823		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		0		FALSE	86-125							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00133-00	Pichler	Caroline		f	Die Stieftochter.		Erzählung von Caroline Pichler, gebornen v. Greiner	1823		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		1		FALSE	155-213							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00134-00	Winkler	Carl Gottfried Theodor	Theodor Hell	m	Ein schottisches Reiseabentheuer.			1823			0E	Aglaja. Ein Taschenbuch für das Jahr 1824.	Taschenbuch		1		FALSE	251-273							FALSE	FALSE	FALSE	FALSE	Theresa Valta 				original				
00135-00	Tieck	Ludwig		m	Das alte Buch und die Reise ins Blaue hinein	eine Mährchen-Novelle		1834		Märchennovelle	N	Urania. Ein Taschenbuch für das Jahr 1835	Taschenbuch		2		FALSE	1-152							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00136-00	Ungern-Sternberg	Alexander von	A. von Sternberg	m	Die Alchymisten	Novelle		1834		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1835.	Taschenbuch		1		FALSE	317-394							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00137-00	[Rehfues]	[Philipp Joseph]		m	Abenteuer auf einer Reise durch die Gebirge von Abruzzo im sechzehnten Jahrhundert	Mitgetheilt von dem Verfasser des Scipio Cicala		1834		Erzählung	0E	Urania. Ein Taschenbuch für das Jahr 1835.	Taschenbuch		0		FALSE	153-316	anonym veröffentlicht						FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00138-00	Ungern-Sternberg	Alexander von	A. von Sternberg	m	Die Gebrüder Breughel	Novelle		1835		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1836. 	Taschenbuch		1		FALSE	1-110							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00139-00	Heyden	Julius von der	Emerentius Scävola	m	Alles wiederholt sich nicht im Leben	Novelle		1835		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1836.	Taschenbuch		0		FALSE	113-219							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00140-00	Tieck	Ludwig		m	Eigensinn und Laune	Novelle		1835		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1836.	Taschenbuch		2		FALSE	221-356							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00141-00	Rochlitz	Friedrich		m	Vater Hartmann und die Seinigen.		Erzählung von Friedrich Rochlitz.	1824		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1825.	Taschenbuch		1		FALSE	S. 3-97							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00142-00	Weingarten	V.		unknown	Rebecca.		Erzählung von V. Weingarten.	1824		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1825.	Taschenbuch		0		FALSE	151-249							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00143-00	Schefer	Leopold		m	Der Kuß des Engels.	Novelle von Leopold Schefer.		1825		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		1		FALSE	S.3-64							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00144-00	Treml	Wenzel	Johann Wenzel Lembert	m	Der harte Spruch.	Novelle von Lembert.		1825		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		0		FALSE	89-117							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00145-00	Perin	Josephine von		f	Die Paulistin.	Erzählung von Josephine Perin, geborne von Vogelsang.		1825		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		0		FALSE	160-212							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00146-00	Schreyvogel	Joseph	Thomas/Karl August West	m	Die Fingerzeige der Vorsehung.	"(Aus Thomas und Karl August West´s ""Bildern aus dem Leben."")"		1825			0E	Aglaja. Ein Taschenbuch für das Jahr 1826.	Taschenbuch		1		FALSE	241-289							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00147-00	Pichler	Caroline		f	Der Wahlspruch.	Erzählung von Caroline Pichler, geb. v. Greiner.		1826		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1827.	Taschenbuch		1		FALSE	S.3-86							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00148-00	Chezy	Helmina von	Helmine von Chezy	f	In te Domine speravi.	Eine Wanderungsgeschichte von Helmine v. Chezy.		1826			0E	Aglaja. Ein Taschenbuch für das Jahr 1827.	Taschenbuch		1		FALSE	122-154							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00149-00	Schreyvogel	Joseph	C. A. West	m	Wie es geschah, daß ich ein Hagestolz ward.	Aus den Lebenserfahrungen eines Ungenannten. Mitgetheilt von C.A. West.	Erzählung von C.A.West	1826		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1827.	Taschenbuch		1		FALSE	178-272							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00150-00	Häring	Georg Wilhelm Heinrich	W. Alexis	m	Der Prätendent	Novelle von W. Alexis		1840		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		2		FALSE	1-134							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00151-00	Pochhammer	Wilhelm von	Wilhelm Martell	m	Cursorius isabellinus	Novelle von Wilhelm Martell		1840		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	135-219							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00152-00	Hagen	August		m	Von den drei Schwestern	Eine Erzählung von August Hagen		1840		Erzählung	E	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		1		FALSE	221-297							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00153-00	Tieck	Ludwig		m	Waldeinsamkeit	Novelle von Ludwig Tieck		1840		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		2		FALSE	299-390							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00154-00	Grillparzer	Franz		m	Das Kloster bei Sendomir	Nach einer als wahr überlieferten Begebenheit.		1827			0E	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		3		FALSE	65-102							FALSE	FALSE	FALSE	FALSE	Theresa Valta			1	original				
00155-00	Seidl	Johann Gabriel		m	Das Dreifaltigkeitsblümchen.	(Viola tricolor.) Bruchstücke aus einem Reise-Tagebuche.	Novelle von Joh. Gabr. Seidl	1827		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		1		FALSE	130-177							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00156-00	Schreyvogel	Joseph	Th. West	m	Norberg und Elisa.	Eine Charakterskizze.		1827		Charakterskizze	XE	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		1		FALSE	217-221							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00157-00	Schreyvogel	Joseph	Th. West	m	Paradoxien über die Ehe.	Als Einleitung zur Geschichte einiger Hagestolzen.		1827			0E	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		1		FALSE	222-234							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00158-00	Richthofen	Julie von		f	Wahrheit und Täuschung		Erzählung von Julie v. Richthofen	1827		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1828.	Taschenbuch		0		FALSE	235-280							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00159-00	Mücke	Friedrich Theodor Leberecht	Theodor Mügge	m	Der gefährliche Gast.	Novelle		1840		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		1		FALSE	1-126							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00160-00	Bülow	Eduard von		m	Das Kind des Thales.	Novelle		1840		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	127-213	"Nach einer englischsprachigen Novelle von Sophia Lee in den ""Canterbury Tales"" "						FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00161-00	Pochhanner	Wilhelm von	Wilhelm Martell	m	Der lahme Hans.	Eine Dorfgeschichte. 		1840		Dorfgeschichte	XE	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	215-294							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00162-00			Frau von W	f	Das neue Jahr.	Novelle		1840		Novelle	N	Urania. Ein Taschenbuch für das Jahr 1841.	Taschenbuch		0		FALSE	295-378							FALSE	FALSE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00163-00	Hoffmann	E. T. A. 		m	[Der Einsiedler Serapion (Serapionsbrüder)][Bruchstück aus den Serapionsbrüdern (ED)]			1819			0E	Der Feimüthige	Zeitung		2		TRUE		Die Serapionsbrüder	1819	0				FALSE	FALSE	FALSE	FALSE	Julian Schröter	Textgrid, Serapionsbrüder			normalisiert				
00164-00	Reuter	Gebriele		f	Treue	Novelle		1901		Novelle	N	Frauenseelen	Anthologie		1		FALSE								FALSE	FALSE	FALSE	FALSE									
00165-00	Arnim	Ludwig Achim von		m	Poliphil und Polia			1809		Novelle	N	Der Wintergarten. Novellen.	Anthologie		1		FALSE								FALSE	FALSE	FALSE	FALSE									
00166-00	Döring	Georg		m	Die Vorurtheile	Novelle		1827		Novelle	N	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE	797-798, …							FALSE	FALSE	FALSE	FALSE									
00167-00	o.N	o.N.		unknown	Liebe und Wahnsinn	Nach einer Erzählung eines Reisenden im Orient		1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE	785-786, …							FALSE	FALSE	FALSE	FALSE									
00168-00				unknown	Der Brudermörder			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00169-00	Kruse	Lauritz		m	Die Kunstreiterfamilie	nach Ingemann		1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00170-00				unknown	Die Mörder aus Liebe			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00171-00				unknown	Die beiden Viehhändler			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00172-00				unknown	Das Schicksal			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00173-00				unknown	Der Mädchenmarkt in Rolle			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00174-00	Porter	Anna		f	Annchen Halliday (?)			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00175-00	Scott	Walter		m	Erzählungen eines Großvaters aus der schottischen Geschichte			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		2		TRUE								FALSE	FALSE	FALSE	FALSE									
00176-00	Lohmann 			unknown	Rienzo oder Soldatentreue			1827			0E	Cotta’s Morgenblatt für gebildete Leser	Zeitschrift		0		TRUE								FALSE	FALSE	FALSE	FALSE									
00177-00		Friederike		f	Die heilige Elisabeth		Erzählung von Friederike Lohmann	1828		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		0		FALSE	S.3-73							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00178-00	Nostitz und Jänkendorf	Gottlob Adolf Ernst von	Arthur vom Nordstern	m	Die Nilreise 	Novelle (Vermerk TV: in Versen)		1828		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		1		FALSE	80-106							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00179-00	Schreyvogel	Joseph	West	m	War er ein Geisterseher?	Eine psychologische Merkwürdigkeit. Mitgetheilt von West.		1828		Psychologische Merkwürdigkeit	XE	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		1		FALSE	109-156							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00180-00	Birch-Pfeiffer	Charlotte		f	Die Tänzerin	Nicht Dichtung. Mitgetheilt in Briefen, von Charlotte Birch-Pfeiffer.		1828			0E	Aglaja. Ein Taschenbuch für das Jahr 1829	Taschenbuch		1		FALSE	222-280							FALSE	FALSE	FALSE	FALSE	Theresa Valta			1	original				
00181-00	Dmitrijew (erschienen o.N.)	Ivan Iwanowitsch		m	Alexis und Natalie.	Aus dem Russischen frei bearbeitet, nach Karamasin.		1828			0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	241-282							FALSE	TRUE	FALSE	FALSE	Theresa Valta		russisch		original				
00182-00	o.N	o.N.		unknown	Der braune Erich.	Aus dem Dänischen frei bearbeitet, nach Ingemann.		1828			0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	193-240							FALSE	TRUE	FALSE	FALSE	Theresa Valta		dänisch		original				
00183-00	o.N	o.N.		unknown	Astolfo und Lisarda, oder: der Pilger.	Aus dem Spanischen frei bearbeitet nach Lope de Vega Carpio.		1829			0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.4	Sammlung		0		FALSE	127-172							FALSE	TRUE	FALSE	FALSE	Theresa Valta		spanisch		original				
00184-00	Hauff	Wilhelm		m	Das Bild des Kaisers.	Novelle von Wilhelm Hauff.		1827		Novelle	N	Taschenbuch für Damen. Auf das Jahr 1828.	Taschenbuch		1		FALSE	313-454	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.17	1830	Novelle				FALSE	TRUE	FALSE	FALSE	Theresa Valta				original				
00185-00	Häring	Georg Wilhelm Heinrich	Willibald Alexis	m	Destereche.	Blätter aus dem Tagebuche eines Officiers von W. Alexis.		1830			0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.21	Sammlung		2		FALSE	3-105							FALSE	TRUE	FALSE	FALSE	Theresa Valta				normalisiert				
00186-00	Kruse	Lauritz		m	Der Solitär.		Erzählung, von L. Kruse	1829		Erzählung	E	Aglaja. Ein Taschenbuch für das Jahr 1830.	Taschenbuch		0		FALSE	3-131							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00187-00	Halirsch	Ludwig		m	Das Frauenherz.	Novelle.		1829		Novelle	N	Aglaja. Ein Taschenbuch für das Jahr 1830.	Taschenbuch		0		FALSE	144-198							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00188-00	Schreyvogel	Joseph	West	m	Der Schmid seines eigenen Glückes. 	Ein Charakter-Gemählde.		1829			0E	Aglaja. Ein Taschenbuch für das Jahr 1830.	Taschenbuch		1		FALSE	211-327							FALSE	FALSE	FALSE	FALSE	Theresa Valta				original				
00189-00				unknown	Der Bräutigam aus dem Grabe.	Aus dem Englischen frei bearbeitet nach Washington Irving		1828			0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	283-306							FALSE	TRUE	FALSE	FALSE	Johannes Leitgeb		englisch		normalisiert				
00190-00				unknown	Nicolaus Klim's unterirdische Reise.	Eine satyrische Erzählung, nach dem Lateinischen von Holberg frei bearbeitet		1828		Erzählung	E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.1	Sammlung		0		FALSE	7-86							FALSE	TRUE	FALSE	FALSE	Johannes Leitgeb		lateinisch		normalisiert				
00191-00	Neusser	Ludwig		m	Die drei Träume	Novelle von Ludwig Neusser		1829		Novelle	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.6	Sammlung		0		FALSE	143-228							FALSE	TRUE	FALSE	FALSE	Johannes Leitgeb				normalisiert				
00192-00				unknown	Der Wald von St. Euphemia.	Nach dem Englischen frei bearbeitet		1830			0E	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.19	Sammlung		0		FALSE	223-258							FALSE	TRUE	FALSE	FALSE	Johannes Leitgeb		englisch		normalisiert				
00193-00				unknown	Laura's Villa.	Novelle, aus dem Spanischen frei bearbeitet, nach Lope de Vega Carpio		1828		Novelle	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.2	Sammlung		0		FALSE	211-246							FALSE	TRUE	FALSE	FALSE	Johannes Leitgeb		spanisch		normalisiert				
00194-00				unknown	Pflicht und Liebe.	Novelle. Aus dem Italiänischen frei bearbeitet nach David Bertolotti		1828		Novelle	N	Pantheon. Eine Sammlung vorzüglicher Novellen und Erzählungen der Lieblingsdichter Europa´s. Bd.2	Sammlung		0		FALSE	247-275							FALSE	TRUE	FALSE	FALSE	Johannes Leitgeb		italienisch		normalisiert				
